miRNA	target_accession	score	acc_clean	SYMBOL	ENTREZID
hsa-miR-6756-5p	NM_001164182	84.8097	NM_001164182	ENTPD1	953
hsa-miR-6756-5p	NM_001113495	88.1297362227683	NM_001113495	SEPTIN9	10801
hsa-miR-6756-5p	NM_001245004	99.5178625638852	NM_001245004	NFIC	4782
hsa-miR-6756-5p	NM_001282559	85.7977655508718	NM_001282559	HHLA2	11148
hsa-miR-6756-5p	NM_001112726	87.6557377241365	NM_001112726	CEP170B	283638
hsa-miR-6756-5p	NM_030629	90.4456742273504	NM_030629	CMIP	80790
hsa-miR-6756-5p	NM_006521	99.7656025127441	NM_006521	TFE3	7030
hsa-miR-6756-5p	NM_001271044	96.5137292772518	NM_001271044	NFIX	4784
hsa-miR-6756-5p	NM_001185156	89.2427237551	NM_001185156	IL24	11009
hsa-miR-6756-5p	NM_001007139	96.2323862171401	NM_001007139	IGF2	3481
hsa-miR-6756-5p	NM_001242854	92.7005408001	NM_001242854	ARFIP2	23647
hsa-miR-6756-5p	NM_001135005	81.6642206961379	NM_001135005	DNAJB5	25822
hsa-miR-6756-5p	NM_001280550	93.8292221971452	NM_001280550	PAX5	5079
hsa-miR-6756-5p	NM_001308379	85.9826457917601	NM_001308379	ZMYND10	51364
hsa-miR-6756-5p	NM_194286	87.7518765784429	NM_194286	SRRM4	84530
hsa-miR-6756-5p	NM_001301036	81.584709725006	NM_001301036	TMCC3	57458
hsa-miR-6756-5p	NM_001252100	86.2944218402341	NM_001252100	KIF21B	23046
hsa-miR-6756-5p	NM_001301085	84.934518151	NM_001301085	QKI	9444
hsa-miR-6756-5p	NM_207119	80.6421265918	NM_207119	LRRC20	55222
hsa-miR-6756-5p	NM_002201	81.4937	NM_002201	ISG20	3669
hsa-miR-6756-5p	NM_001142291	82.8733411693426	NM_001142291	MGRN1	23295
hsa-miR-6756-5p	NM_001306161	91.2265037886914	NM_001306161	RABL2A	11159
hsa-miR-6756-5p	NM_017596	86.2944218402341	NM_017596	KIF21B	23046
hsa-miR-6756-5p	NM_031309	94.0292391574493	NM_031309	SCRT1	83482
hsa-miR-6756-5p	NM_172130	93.4807345767114	NM_172130	KCNAB2	8514
hsa-miR-6756-5p	NM_001319955	81.4184	NM_001319955	ZMYM1	79830
hsa-miR-6756-5p	NM_007054	81.2499744655	NM_007054	KIF3A	11127
hsa-miR-6756-5p	NM_017551	80.3502121590277	NM_017551	GRID1	2894
hsa-miR-6756-5p	NM_001202858	84.6925506129	NM_001202858	ECM1	1893
hsa-miR-6756-5p	NM_020526	95.131140595241	NM_020526	EPHA8	2046
hsa-miR-6756-5p	NM_002569	81.7614275006222	NM_002569	FURIN	5045
hsa-miR-6756-5p	NM_001247994	84.6321050901279	NM_001247994	POU2F2	5452
hsa-miR-6756-5p	NM_001280547	93.7689145114439	NM_001280547	PAX5	5079
hsa-miR-6756-5p	NM_001130960	91.61641	NM_001130960	PLCH1	23007
hsa-miR-6756-5p	NM_001080509	92.5895996623151	NM_001080509	TSPAN11	441631
hsa-miR-6756-5p	NM_015023	99.6017107824949	NM_015023	WDTC1	23038
hsa-miR-6756-5p	NM_024503	95.6873927419931	NM_024503	HIVEP3	59269
hsa-miR-6756-5p	NM_016621	92.4713858910219	NM_016621	PHF21A	51317
hsa-miR-6756-5p	NM_001278211	80.6421265918	NM_001278211	LRRC20	55222
hsa-miR-6756-5p	NM_145716	87.1251989158591	NM_145716	SSBP3	23648
hsa-miR-6756-5p	NM_001185158	89.0907117831	NM_001185158	IL24	11009
hsa-miR-6756-5p	NM_005198	80.9523	NM_005198	CHKB	1120
hsa-miR-6756-5p	NM_015896	85.9826457917601	NM_015896	ZMYND10	51364
hsa-miR-6756-5p	NM_002730	85.0053160746461	NM_002730	PRKACA	5566
hsa-miR-6756-5p	NM_001289412	81.7597	NM_001289412	VCF1	84923
hsa-miR-6756-5p	NM_001291862	96.2323862171401	NM_001291862	IGF2	3481
hsa-miR-6756-5p	NM_001256570	91.029937421161	NM_001256570	RXRG	6258
hsa-miR-6756-5p	NM_001201553	93.2151579257189	NM_001201553	ZNF821	55565
hsa-miR-6756-5p	NM_001317406	80.7031834322301	NM_001317406	SLC6A11	6538
hsa-miR-6756-5p	NM_001278122	81.3610980107096	NM_001278122	ZKSCAN8	7745
hsa-miR-6756-5p	NM_001321422	91.051484623	NM_001321422	ARHGDIB	397
hsa-miR-6756-5p	NM_001018003	82.1145383285126	NM_001018003	SORBS3	10174
hsa-miR-6756-5p	NM_001242856	92.7005408001	NM_001242856	ARFIP2	23647
hsa-miR-6756-5p	NM_020429	92.3159226155808	NM_020429	SMURF1	57154
hsa-miR-6756-5p	NM_018239	80.6421265918	NM_018239	LRRC20	55222
hsa-miR-6756-5p	NM_001184941	89.4405830140181	NM_001184941	FAM219A	203259
hsa-miR-6756-5p	NM_057175	81.69825	NM_057175	NAA15	80155
hsa-miR-6756-5p	NM_020163	89.2753895388	NM_020163	SEMA3G	56920
hsa-miR-6756-5p	NM_001130920	92.284660086783	NM_001130920	RABL2B	11158
hsa-miR-6756-5p	NM_173815	96.5848171320319	NM_173815	CES4A	283848
hsa-miR-6756-5p	NM_001300865	88.4994612320292	NM_001300865	RANBP3	8498
hsa-miR-6756-5p	NM_001303127	80.0914	NM_001303127	DNAJC5G	285126
hsa-miR-6756-5p	NM_001289088	81.4184	NM_001289088	ZMYM1	79830
hsa-miR-6756-5p	NM_001113493	88.1297362227683	NM_001113493	SEPTIN9	10801
hsa-miR-6756-5p	NM_001271910	85.6641950245418	NM_001271910	SPATA33	124045
hsa-miR-6756-5p	NM_001127598	96.2323862171401	NM_001127598	IGF2	3481
hsa-miR-6756-5p	NM_017728	85.0264065767689	NM_017728	SLC38A12	54868
hsa-miR-6756-5p	NM_001244889	84.4379229481702	NM_001244889	UNC5B	219699
hsa-miR-6756-5p	NM_001201554	93.2151579257189	NM_001201554	ZNF821	55565
hsa-miR-6756-5p	NM_001291324	88.0925225413752	NM_001291324	BAHCC1	57597
hsa-miR-6756-5p	NM_001776	84.8097	NM_001776	ENTPD1	953
hsa-miR-6756-5p	NM_001097642	86.4394	NM_001097642	GJB1	2705
hsa-miR-6756-5p	NM_001159575	91.2951561799	NM_001159575	SCNN1A	6337
hsa-miR-6756-5p	NM_001321299	82.3561	NM_001321299	WNK4	65266
hsa-miR-6756-5p	NM_001282534	87.5210527209589	NM_001282534	KCNK9	51305
hsa-miR-6756-5p	NM_001324014	90.5435184374058	NM_001324014	CORO2B	10391
hsa-miR-6756-5p	NM_001199863	93.4807345767114	NM_001199863	KCNAB2	8514
hsa-miR-6756-5p	NM_001164183	84.8097	NM_001164183	ENTPD1	953
hsa-miR-6756-5p	NM_001130961	90.5371586785	NM_001130961	PLCH1	23007
hsa-miR-6756-5p	NM_002516	98.0683230216045	NM_002516	NOVA2	4858
hsa-miR-6756-5p	NM_006411	92.7295493725	NM_006411	AGPAT1	10554
hsa-miR-6756-5p	NM_052848	88.06044804	NM_052848	CCDC97	90324
hsa-miR-6756-5p	NM_015094	99.5197607767483	NM_015094	HIC2	23119
hsa-miR-6756-5p	NM_001130919	92.284660086783	NM_001130919	RABL2B	11158
hsa-miR-6756-5p	NM_004914	88.5509709273299	NM_004914	RAB36	9609
hsa-miR-6756-5p	NM_001256668	84.6789	NM_001256668	FAM193A	8603
hsa-miR-6756-5p	NM_005586	92.6473943610856	NM_005586	MDFI	4188
hsa-miR-6756-5p	NM_024963	87.7879928040659	NM_024963	FBXL18	80028
hsa-miR-6756-5p	NM_002566	80.5024	NM_002566	P2RY11	5032
hsa-miR-6756-5p	NM_016606	96.5956544980808	NM_016606	REEP2	51308
hsa-miR-6756-5p	NM_015351	92.0927288761394	NM_015351	TTC9	23508
hsa-miR-6756-5p	NM_001278214	80.6421265918	NM_001278214	LRRC20	55222
hsa-miR-6756-5p	NM_003636	93.4807345767114	NM_003636	KCNAB2	8514
hsa-miR-6756-5p	NM_001284498	92.5440944175107	NM_001284498	SLC43A2	124935
hsa-miR-6756-5p	NM_006775	84.934518151	NM_006775	QKI	9444
hsa-miR-6756-5p	NM_002206	94.2190333732	NM_002206	ITGA7	3679
hsa-miR-6756-5p	NM_001128826	82.7432642876188	NM_001128826	NCS1	23413
hsa-miR-6756-5p	NM_001303233	81.4937	NM_001303233	ISG20	3669
hsa-miR-6756-5p	NM_033449	89.013127800319	NM_033449	FCHSD1	89848
hsa-miR-6756-5p	NM_006133	80.5581715887043	NM_006133	DAGLA	747
hsa-miR-6756-5p	NM_001292001	80.7795196784	NM_001292001	SRF	6722
hsa-miR-6756-5p	NM_016548	81.2496	NM_016548	GOLM1	51280
hsa-miR-6756-5p	NM_153208	80.0741	NM_153208	IQCK	124152
hsa-miR-6756-5p	NM_003036	90.9176649583982	NM_003036	SKI	6497
hsa-miR-6756-5p	NM_005169	84.7195326469515	NM_005169	PHOX2A	401
hsa-miR-6756-5p	NM_012316	81.9935105663264	NM_012316	KPNA6	23633
hsa-miR-6756-5p	NM_001113491	88.1297362227683	NM_001113491	SEPTIN9	10801
hsa-miR-6756-5p	NM_001291860	86.7323106956471	NM_001291860	HSPG2	3339
hsa-miR-6756-5p	NM_001287003	85.996227844	NM_001287003	ST6GALNAC6	30815
hsa-miR-6756-5p	NM_001321420	91.051484623	NM_001321420	ARHGDIB	397
hsa-miR-6756-5p	NM_033278	86.3560153289286	NM_033278	TRIM3	10612
hsa-miR-6756-5p	NM_003507	82.2683	NM_003507	FZD7	8324
hsa-miR-6756-5p	NM_001321365	92.5440944175107	NM_001321365	SLC43A2	124935
hsa-miR-6756-5p	NM_001240	80.3979	NM_001240	CCNT1	904
hsa-miR-6756-5p	NM_001282142	99.822404816056	NM_001282142	TFE3	7030
hsa-miR-6756-5p	NM_002586	86.227973473	NM_002586	PBX2	5089
hsa-miR-6756-5p	NM_001278711	80.0939548296	NM_001278711	NRN1	51299
hsa-miR-6756-5p	NM_001778	89.3052	NM_001778	CD48	962
hsa-miR-6756-5p	NM_001276252	99.6017107824949	NM_001276252	WDTC1	23038
hsa-miR-6756-5p	NM_181349	92.3159226155808	NM_181349	SMURF1	57154
hsa-miR-6756-5p	NM_001174051	98.328043726245	NM_001174051	CACNA2D2	9254
hsa-miR-6756-5p	NM_152346	92.5440944175107	NM_152346	SLC43A2	124935
hsa-miR-6756-5p	NM_001085454	91.2355792164108	NM_001085454	GIT1	28964
hsa-miR-6756-5p	NM_001945	86.838951808	NM_001945	HBEGF	1839
hsa-miR-6756-5p	NM_001098832	81.7597	NM_001098832	VCF1	84923
hsa-miR-6756-5p	NM_032595	84.7278475282234	NM_032595	PPP1R9B	84687
hsa-miR-6756-5p	NM_001201556	88.7152107579108	NM_001201556	ZNF821	55565
hsa-miR-6756-5p	NM_001659	86.9985753836651	NM_001659	ARF3	377
hsa-miR-6756-5p	NM_138736	96.586203822652	NM_138736	GNAO1	2775
hsa-miR-6756-5p	NM_001130922	92.284660086783	NM_001130922	RABL2B	11158
hsa-miR-6756-5p	NM_001280554	93.7689145114439	NM_001280554	PAX5	5079
hsa-miR-6756-5p	NM_006917	91.029937421161	NM_006917	RXRG	6258
hsa-miR-6756-5p	NM_001190456	90.5435184374058	NM_001190456	CORO2B	10391
hsa-miR-6756-5p	NM_015042	87.8357845299036	NM_015042	ZNF609	23060
hsa-miR-6756-5p	NM_001317172	83.0798369166688	NM_001317172	DLK1	8788
hsa-miR-6756-5p	NM_018952	89.463013232	NM_018952	HOXB6	3216
hsa-miR-6756-5p	NM_001012426	83.7173794084471	NM_001012426	FOXP4	116113
hsa-miR-6756-5p	NM_001136265	95.2140577822637	NM_001136265	IFFO2	126917
hsa-miR-6756-5p	NM_001248006	86.3560153289286	NM_001248006	TRIM3	10612
hsa-miR-6756-5p	NM_001039888	85.5727	NM_001039888	ANKRD34A	284615
hsa-miR-6756-5p	NM_016734	93.7689145114439	NM_016734	PAX5	5079
hsa-miR-6756-5p	NM_006271	85.7857137843497	NM_006271	S100A1	6271
hsa-miR-6756-5p	NM_018452	89.0675	NM_018452	TMEM242	729515
hsa-miR-6756-5p	NM_001282558	85.7977655508718	NM_001282558	HHLA2	11148
hsa-miR-6756-5p	NM_001899	82.8768812794698	NM_001899	CST4	1472
hsa-miR-6756-5p	NM_152337	95.02105454224	NM_152337	C16orf46	123775
hsa-miR-6756-5p	NM_001190201	96.7531772718212	NM_001190201	CES4A	283848
hsa-miR-6756-5p	NM_001683	85.3080559815959	NM_001683	ATP2B2	491
hsa-miR-6756-5p	NM_018070	87.1251989158591	NM_018070	SSBP3	23648
hsa-miR-6756-5p	NM_032493	82.5191373952	NM_032493	AP1M1	8907
hsa-miR-6756-5p	NM_014030	91.2355792164108	NM_014030	GIT1	28964
hsa-miR-6756-5p	NM_001303235	81.4937	NM_001303235	ISG20	3669
hsa-miR-6756-5p	NM_001012427	83.7173794084471	NM_001012427	FOXP4	116113
hsa-miR-6756-5p	NM_002143	89.1081654296	NM_002143	HPCA	3208
hsa-miR-6756-5p	NM_020703	90.39284	NM_020703	AMIGO1	57463
hsa-miR-6756-5p	NM_032865	80.2556916523899	NM_032865	TNS4	84951
hsa-miR-6756-5p	NM_032575	82.0100286204465	NM_032575	GLIS2	84662
hsa-miR-6756-5p	NM_001289090	81.4184	NM_001289090	ZMYM1	79830
hsa-miR-6756-5p	NM_004992	96.5021226378471	NM_004992	MECP2	4204
hsa-miR-6756-5p	NM_001013257	81.236152569124	NM_001013257	BCAM	4059
hsa-miR-6756-5p	NM_001098175	84.8097	NM_001098175	ENTPD1	953
hsa-miR-6756-5p	NM_182925	84.2011050104496	NM_182925	FLT4	2324
hsa-miR-6756-5p	NM_017781	87.0610251477432	NM_017781	CYP2W1	54905
hsa-miR-6756-5p	NM_170744	84.4379229481702	NM_170744	UNC5B	219699
hsa-miR-6756-5p	NM_005775	82.1145383285126	NM_005775	SORBS3	10174
hsa-miR-6756-5p	NM_021991	83.73126946	NM_021991	JUP	3728
hsa-miR-6756-5p	NM_001130064	90.0559782456	NM_001130064	GAP43	2596
hsa-miR-6756-5p	NM_024297	81.9342	NM_024297	PHF23	79142
hsa-miR-6756-5p	NM_000620	87.8566427272	NM_000620	NOS1	4842
hsa-miR-6756-5p	NM_001256666	85.0598	NM_001256666	FAM193A	8603
hsa-miR-6756-5p	NM_001318239	93.2151579257189	NM_001318239	ZNF821	55565
hsa-miR-6756-5p	NM_001280556	93.7689145114439	NM_001280556	PAX5	5079
hsa-miR-6756-5p	NM_032741	92.7295493725	NM_032741	AGPAT1	10554
hsa-miR-6756-5p	NM_005529	86.7323106956471	NM_005529	HSPG2	3339
hsa-miR-6756-5p	NM_022965	89.2535988023203	NM_022965	FGFR3	2261
hsa-miR-6756-5p	NM_001300805	92.6473943610856	NM_001300805	MDFI	4188
hsa-miR-6756-5p	NM_017530	93.2151579257189	NM_017530	ZNF821	55565
hsa-miR-6756-5p	NM_006389	88.0892675749891	NM_006389	HYOU1	10525
hsa-miR-6756-5p	NM_001293695	88.1297362227683	NM_001293695	SEPTIN9	10801
hsa-miR-6756-5p	NM_032837	81.7597	NM_032837	VCF1	84923
hsa-miR-6756-5p	NM_019034	90.015063531032	NM_019034	RHOF	54509
hsa-miR-6756-5p	NM_007322	88.4994612320292	NM_007322	RANBP3	8498
hsa-miR-6756-5p	NM_001312654	84.8097	NM_001312654	ENTPD1	953
hsa-miR-6756-5p	NM_006833	81.3282	NM_006833	COPS6	10980
hsa-miR-6756-5p	NM_147202	89.4405830140181	NM_147202	FAM219A	203259
hsa-miR-6756-5p	NM_199054	93.9604626087485	NM_199054	MKNK2	2872
hsa-miR-6756-5p	NM_001289411	81.5526	NM_001289411	VCF1	84923
hsa-miR-6756-5p	NM_001304349	87.5196407208118	NM_001304349	PRKACA	5566
hsa-miR-6756-5p	NM_031866	87.239333224	NM_031866	FZD8	8325
hsa-miR-6756-5p	NM_014826	96.7930806010466	NM_014826	CDC42BPA	8476
hsa-miR-6756-5p	NM_001144997	94.2190333732	NM_001144997	ITGA7	3679
hsa-miR-6756-5p	NM_002657	81.5177674011767	NM_002657	PLAGL2	5326
hsa-miR-6756-5p	NM_001136030	84.8219120827	NM_001136030	TESPA1	9840
hsa-miR-6756-5p	NM_001323900	89.4027770970092	NM_001323900	GSG1L	146395
hsa-miR-6756-5p	NM_000388	94.32521590409	NM_000388	CASR	846
hsa-miR-6756-5p	NM_001318238	93.2151579257189	NM_001318238	ZNF821	55565
hsa-miR-6756-5p	NM_005920	89.4604516573926	NM_005920	MEF2D	4209
hsa-miR-6756-5p	NM_003607	96.7930806010466	NM_003607	CDC42BPA	8476
hsa-miR-6756-5p	NM_001201552	93.2151579257189	NM_001201552	ZNF821	55565
hsa-miR-6756-5p	NM_001128423	82.7286547324238	NM_001128423	MPV17L	255027
hsa-miR-6756-5p	NM_004959	93.9171175562769	NM_004959	NR5A1	2516
hsa-miR-6756-5p	NM_016588	80.0939548296	NM_016588	NRN1	51299
hsa-miR-6756-5p	NM_001678	94.3249515792556	NM_001678	ATP1B2	482
hsa-miR-6756-5p	NM_003102	88.077930913913	NM_003102	SOD3	6649
hsa-miR-6756-5p	NM_002725	99.164213521458	NM_002725	PRELP	5549
hsa-miR-6756-5p	NM_020344	81.3197005264358	NM_020344	SLC24A2	25769
hsa-miR-6756-5p	NM_001175	91.051484623	NM_001175	ARHGDIB	397
hsa-miR-6756-5p	NM_001172673	84.7636964305871	NM_001172673	CELF5	60680
hsa-miR-6756-5p	NM_002507	81.4844947661011	NM_002507	NGFR	4804
hsa-miR-6756-5p	NM_024875	80.0608385410025	NM_024875	SYNPO2L	79933
hsa-miR-6756-5p	NM_001199786	93.69465286686	NM_001199786	FKBP1A	2280
hsa-miR-6756-5p	NM_001205294	90.5003138879834	NM_001205294	CACNA1E	777
hsa-miR-6756-5p	NM_001164179	84.8097	NM_001164179	ENTPD1	953
hsa-miR-6756-5p	NM_001080410	86.7169875828188	NM_001080410	FBXO41	150726
hsa-miR-6756-5p	NM_001306158	91.2265037886914	NM_001306158	RABL2A	11159
hsa-miR-6756-5p	NM_001291101	98.328043726245	NM_001291101	CACNA2D2	9254
hsa-miR-6756-5p	NM_020318	92.02325	NM_020318	PAPPA2	60676
hsa-miR-6756-5p	NM_001303236	81.4937	NM_001303236	ISG20	3669
hsa-miR-6756-5p	NM_001280553	93.7689145114439	NM_001280553	PAX5	5079
hsa-miR-6756-5p	NM_017723	81.9440957950221	NM_017723	TOR4A	54863
hsa-miR-6756-5p	NM_001278119	81.3610980107096	NM_001278119	ZKSCAN8	7745
hsa-miR-6756-5p	NM_001300806	92.6473943610856	NM_001300806	MDFI	4188
hsa-miR-6756-5p	NM_005597	99.5267092206193	NM_005597	NFIC	4782
hsa-miR-6756-5p	NM_001033561	98.4470340748971	NM_001033561	PHF12	57649
hsa-miR-6756-5p	NM_198390	90.4456742273504	NM_198390	CMIP	80790
hsa-miR-6756-5p	NM_014293	83.846232000382	NM_014293	NPTXR	23467
hsa-miR-6756-5p	NM_144677	98.0882080777819	NM_144677	MGAT5B	146664
hsa-miR-6756-5p	NM_001278212	80.6421265918	NM_001278212	LRRC20	55222
hsa-miR-6756-5p	NM_001261844	84.8219120827	NM_001261844	TESPA1	9840
hsa-miR-6756-5p	NM_024902	95.16209	NM_024902	DNAJC22	79962
hsa-miR-6756-5p	NM_021946	81.2319489396141	NM_021946	BCORL1	63035
hsa-miR-6756-5p	NM_001113496	88.1297362227683	NM_001113496	SEPTIN9	10801
hsa-miR-6756-5p	NM_139071	86.7827714409402	NM_139071	SMARCD1	6602
hsa-miR-6756-5p	NM_052847	84.8395691774927	NM_052847	GNG7	2788
hsa-miR-6756-5p	NM_001184943	89.4405830140181	NM_001184943	FAM219A	203259
hsa-miR-6756-5p	NM_001284517	81.9342	NM_001284517	PHF23	79142
hsa-miR-6756-5p	NM_058164	85.9284094558356	NM_058164	OLFM2	93145
hsa-miR-6756-5p	NM_152345	86.1610701160207	NM_152345	ANKRD13B	124930
hsa-miR-6756-5p	NM_001003789	92.284660086783	NM_001003789	RABL2B	11158
hsa-miR-6756-5p	NM_014762	88.1554258729546	NM_014762	DHCR24	1718
hsa-miR-6756-5p	NM_201348	99.164213521458	NM_201348	PRELP	5549
hsa-miR-6756-5p	NM_213607	80.6678857792	NM_213607	DNAAF19	388389
hsa-miR-6756-5p	NM_001293697	88.1297362227683	NM_001293697	SEPTIN9	10801
hsa-miR-6756-5p	NM_004311	90.4340701159425	NM_004311	ARL3	403
hsa-miR-6756-5p	NM_001280548	93.7689145114439	NM_001280548	PAX5	5079
hsa-miR-6756-5p	NM_018426	80.5551616808254	NM_018426	TMEM63B	55362
hsa-miR-6756-5p	NM_003836	83.0798369166688	NM_003836	DLK1	8788
hsa-miR-6756-5p	NM_001199861	93.4807345767114	NM_001199861	KCNAB2	8514
hsa-miR-6756-5p	NM_003131	80.7795196784	NM_003131	SRF	6722
hsa-miR-6756-5p	NM_182915	88.2166830916265	NM_182915	STEAP3	55240
hsa-miR-6756-5p	NM_001017440	91.3230957507721	NM_001017440	CALN1	83698
hsa-miR-6756-5p	NM_001291861	96.2323862171401	NM_001291861	IGF2	3481
hsa-miR-6756-5p	NM_001304347	85.9284094558356	NM_001304347	OLFM2	93145
hsa-miR-6756-5p	NM_001420	91.1983522257353	NM_001420	ELAVL3	1995
hsa-miR-6756-5p	NM_001304495	82.1215	NM_001304495	TRIM35	23087
hsa-miR-6756-5p	NM_001300791	81.2499744655	NM_001300791	KIF3A	11127
hsa-miR-6756-5p	NM_031468	89.1911644283504	NM_031468	CALN1	83698
hsa-miR-6756-5p	NM_205843	99.5267092206193	NM_205843	NFIC	4782
hsa-miR-6756-5p	NM_001252103	85.0134088290051	NM_001252103	KIF21B	23046
hsa-miR-6756-5p	NM_001258396	80.6678857792	NM_001258396	DNAAF19	388389
hsa-miR-6756-5p	NM_001093725	96.2097423332949	NM_001093725	MEX3A	92312
hsa-miR-6756-5p	NM_012402	92.7005408001	NM_012402	ARFIP2	23647
hsa-miR-6756-5p	NM_004104	92.4200047954237	NM_004104	FASN	2194
